## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 3155072.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  9.4504e-03   9.4880e-03  -4.6582e+00   1.4887e-01   9.6388e-02   1.2200e+02   1.0768e+02   1.0682e+02   1.2200e+02
  1.0442e-02   1.0473e-02  -4.5594e+00   1.8609e-01   8.7848e-02   1.5300e+02   1.2963e+02   1.2925e+02   1.5300e+02
  1.1538e-02   1.1545e-02  -4.4619e+00   2.1646e-01   8.0092e-02   1.8800e+02   1.5595e+02   1.5510e+02   1.8800e+02
  1.2748e-02   1.2771e-02  -4.3610e+00   7.9499e-02   7.3067e-02   2.0000e+02   1.8738e+02   1.8624e+02   2.0000e+02
  1.4086e-02   1.4082e-02  -4.2633e+00   2.7872e-01   6.6694e-02   2.8600e+02   2.2490e+02   2.2411e+02   2.8600e+02
  1.5564e-02   1.5570e-02  -4.1628e+00   1.4439e-01   6.0921e-02   3.0500e+02   2.6954e+02   2.6781e+02   3.0500e+02
  1.7197e-02   1.7258e-02  -4.0599e+00  -1.1970e-02   5.5687e-02   3.1600e+02   3.2259e+02   3.2123e+02   3.1600e+02
  1.9001e-02   1.9020e-02  -3.9627e+00  -6.0313e-02   5.0940e-02   3.5900e+02   3.8552e+02   3.8388e+02   3.5900e+02
  2.0995e-02   2.1032e-02  -3.8621e+00   1.4780e-01   4.6587e-02   5.2600e+02   4.6092e+02   4.5940e+02   5.2600e+02
  2.3198e-02   2.3222e-02  -3.7631e+00   1.2906e-01   4.2571e-02   6.1600e+02   5.5200e+02   5.4838e+02   6.1600e+02
  2.5632e-02   2.5722e-02  -3.6608e+00   8.1427e-02   3.8852e-02   7.1600e+02   6.6273e+02   6.6238e+02   7.1600e+02
  2.8321e-02   2.8357e-02  -3.5633e+00   4.3834e-02   3.5437e-02   8.2800e+02   7.9663e+02   7.9486e+02   8.2800e+02
  3.1293e-02   3.1353e-02  -3.4628e+00   2.5678e-04   3.2311e-02   9.5000e+02   9.5819e+02   9.5397e+02   9.5000e+02
  3.4576e-02   3.4609e-02  -3.3640e+00   7.0642e-02   2.9461e-02   1.2350e+03   1.1526e+03   1.1531e+03   1.2350e+03
  3.8204e-02   3.8230e-02  -3.2646e+00   8.0498e-02   2.6866e-02   1.5010e+03   1.3860e+03   1.3877e+03   1.5010e+03
  4.2212e-02   4.2283e-02  -3.1638e+00   1.0414e-01   2.4509e-02   1.8380e+03   1.6654e+03   1.6650e+03   1.8380e+03
  4.6642e-02   4.6733e-02  -3.0637e+00   3.5408e-02   2.2362e-02   2.0860e+03   2.0005e+03   2.0078e+03   2.0860e+03
  5.1535e-02   5.1616e-02  -2.9644e+00   5.1799e-02   2.0413e-02   2.5230e+03   2.4009e+03   2.3998e+03   2.5230e+03
  5.6943e-02   5.6985e-02  -2.8654e+00   7.6513e-02   1.8644e-02   3.1350e+03   2.8780e+03   2.8964e+03   3.1350e+03
  6.2917e-02   6.3042e-02  -2.7644e+00   4.9844e-02   1.7038e-02   3.6530e+03   3.4461e+03   3.4637e+03   3.6530e+03
  6.9519e-02   6.9680e-02  -2.6643e+00   4.0616e-02   1.5562e-02   4.3630e+03   4.1305e+03   4.1629e+03   4.3630e+03
  7.6813e-02   7.6988e-02  -2.5645e+00   2.0523e-02   1.4219e-02   5.1560e+03   4.9482e+03   5.0013e+03   5.1560e+03
  8.4873e-02   8.5013e-02  -2.4654e+00   2.3598e-02   1.2997e-02   6.1640e+03   5.9222e+03   5.9732e+03   6.1640e+03
  9.3778e-02   9.4015e-02  -2.3647e+00   3.7006e-02   1.1900e-02   7.3850e+03   7.0642e+03   7.0939e+03   7.3850e+03
  1.0362e-01   1.0383e-01  -2.2654e+00  -7.2133e-04   1.0901e-02   8.4690e+03   8.4179e+03   8.4465e+03   8.4690e+03
  1.1449e-01   1.1477e-01  -2.1653e+00   2.3799e-02   9.9928e-03   1.0422e+04   1.0018e+04   1.0101e+04   1.0422e+04
  1.2650e-01   1.2675e-01  -2.0659e+00   3.7995e-02   9.1581e-03   1.2594e+04   1.1928e+04   1.2034e+04   1.2594e+04
  1.3978e-01   1.4007e-01  -1.9660e+00   2.2197e-03   8.3903e-03   1.4592e+04   1.4210e+04   1.4385e+04   1.4592e+04
  1.5444e-01   1.5478e-01  -1.8662e+00   1.4286e-02   7.6213e-03   1.7660e+04   1.7223e+04   1.7318e+04   1.7660e+04
  1.7065e-01   1.7097e-01  -1.7667e+00   1.6672e-02   6.8472e-03   2.1859e+04   2.1337e+04   2.1420e+04   2.1859e+04
  1.8855e-01   1.8895e-01  -1.6667e+00   1.4010e-02   6.2375e-03   2.6152e+04   2.5712e+04   2.5752e+04   2.6152e+04
  2.0834e-01   2.0881e-01  -1.5667e+00   8.1385e-03   5.7612e-03   3.0076e+04   3.0140e+04   2.9985e+04   3.0076e+04
  2.3020e-01   2.3055e-01  -1.4677e+00  -3.4142e-03   5.3256e-03   3.5074e+04   3.5271e+04   3.5233e+04   3.5074e+04
  2.5435e-01   2.5476e-01  -1.3678e+00   9.9405e-03   4.9294e-03   4.1340e+04   4.1169e+04   4.1050e+04   4.1340e+04
  2.8104e-01   2.8143e-01  -1.2683e+00   1.8745e-03   4.5909e-03   4.7698e+04   4.7464e+04   4.7537e+04   4.7698e+04
  3.1052e-01   3.1114e-01  -1.1679e+00  -9.7285e-03   4.2449e-03   5.5754e+04   5.5517e+04   5.5906e+04   5.5754e+04
  3.4311e-01   3.4372e-01  -1.0684e+00   3.6629e-03   3.8924e-03   6.7049e+04   6.6027e+04   6.6417e+04   6.7049e+04
  3.7911e-01   3.7964e-01  -9.6895e-01   9.9854e-03   3.6024e-03   7.8345e+04   7.7089e+04   7.7332e+04   7.8345e+04
  4.1888e-01   4.1943e-01  -8.6927e-01   6.5104e-03   3.3683e-03   8.8225e+04   8.8174e+04   8.7912e+04   8.8225e+04
  4.6284e-01   4.6351e-01  -7.6934e-01   5.7925e-03   3.1615e-03   1.0007e+05   1.0009e+05   9.9788e+04   1.0007e+05
  5.1140e-01   5.1211e-01  -6.6962e-01   1.1095e-02   2.9223e-03   1.1740e+05   1.1714e+05   1.1662e+05   1.1740e+05
  5.6506e-01   5.6590e-01  -5.6975e-01   1.1041e-03   2.7185e-03   1.3477e+05   1.3536e+05   1.3499e+05   1.3477e+05
  6.2435e-01   6.2542e-01  -4.6975e-01  -7.3807e-03   2.5337e-03   1.5681e+05   1.5584e+05   1.5690e+05   1.5681e+05
  6.8986e-01   6.9074e-01  -3.7041e-01  -6.9853e-03   2.3538e-03   1.8192e+05   1.8057e+05   1.8187e+05   1.8192e+05
  7.6224e-01   7.6330e-01  -2.7052e-01  -8.0863e-03   2.2046e-03   2.0485e+05   2.0582e+05   2.0617e+05   2.0485e+05
  8.4222e-01   8.4336e-01  -1.7077e-01  -1.1179e-02   2.0765e-03   2.2853e+05   2.3200e+05   2.3156e+05   2.2853e+05
  9.3059e-01   9.3172e-01  -7.1133e-02  -8.2637e-03   1.9947e-03   2.5188e+05   2.5141e+05   2.5269e+05   2.5188e+05
  1.0282e+00   1.0284e+00   2.7566e-02  -1.2450e-02   1.9517e-03   2.6133e+05   2.6262e+05   2.6361e+05   2.6133e+05
  1.1361e+00   1.1362e+00   1.2730e-01  -8.9646e-04   1.9787e-03   2.5400e+05   2.5552e+05   2.5488e+05   2.5400e+05
  1.2553e+00   1.2545e+00   2.2634e-01   2.5498e-03   2.0713e-03   2.3310e+05   2.3316e+05   2.3283e+05   2.3310e+05
  1.3870e+00   1.3842e+00   3.2471e-01   4.9584e-03   2.2463e-03   1.9720e+05   1.9826e+05   1.9724e+05   1.9720e+05
  1.5326e+00   1.5274e+00   4.2318e-01   1.0267e-02   2.6708e-03   1.3963e+05   1.4024e+05   1.3922e+05   1.3963e+05
  1.6934e+00   1.6811e+00   5.1905e-01   8.2245e-03   3.7112e-03   7.1252e+04   7.2635e+04   7.1645e+04   7.1252e+04
