## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 2698164.5}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  2.3198e-02   2.3239e-02  -3.7623e+00   8.6637e-02   4.6033e-02   5.1900e+02   4.7208e+02   4.7509e+02   5.1900e+02
  2.5632e-02   2.5657e-02  -3.6634e+00   2.6456e-01   4.2010e-02   7.2700e+02   5.6681e+02   5.7193e+02   7.2700e+02
  2.8321e-02   2.8357e-02  -3.5633e+00   1.7248e-01   3.8322e-02   8.0600e+02   6.8118e+02   6.8484e+02   8.0600e+02
  3.1293e-02   3.1420e-02  -3.4607e+00   6.5984e-02   3.4941e-02   8.7900e+02   8.1937e+02   8.2215e+02   8.7900e+02
  3.4576e-02   3.4669e-02  -3.3623e+00   1.0296e-01   3.1859e-02   1.0960e+03   9.8556e+02   9.9004e+02   1.0960e+03
  3.8204e-02   3.8245e-02  -3.2642e+00   6.0085e-02   2.9050e-02   1.2630e+03   1.1854e+03   1.1886e+03   1.2630e+03
  4.2212e-02   4.2301e-02  -3.1633e+00   7.4749e-02   2.6502e-02   1.5470e+03   1.4242e+03   1.4324e+03   1.5470e+03
  4.6642e-02   4.6751e-02  -3.0633e+00   5.3184e-02   2.4180e-02   1.8270e+03   1.7109e+03   1.7235e+03   1.8270e+03
  5.1535e-02   5.1622e-02  -2.9642e+00   6.9242e-02   2.2073e-02   2.2160e+03   2.0531e+03   2.0635e+03   2.2160e+03
  5.6943e-02   5.7052e-02  -2.8642e+00   4.3919e-02   2.0160e-02   2.6210e+03   2.4614e+03   2.4871e+03   2.6210e+03
  6.2917e-02   6.3090e-02  -2.7636e+00   4.3869e-02   1.8425e-02   3.1560e+03   2.9468e+03   2.9868e+03   3.1560e+03
  6.9519e-02   6.9615e-02  -2.6652e+00   5.0581e-02   1.6830e-02   3.7690e+03   3.5316e+03   3.5610e+03   3.7690e+03
  7.6813e-02   7.6970e-02  -2.5648e+00  -8.2318e-03   1.5372e-02   4.2800e+03   4.2334e+03   4.2741e+03   4.2800e+03
  8.4873e-02   8.5039e-02  -2.4651e+00   3.9020e-02   1.4055e-02   5.3270e+03   5.0640e+03   5.0967e+03   5.3270e+03
  9.3778e-02   9.3964e-02  -2.3653e+00   3.4965e-02   1.2868e-02   6.3850e+03   6.0412e+03   6.1075e+03   6.3850e+03
  1.0362e-01   1.0383e-01  -2.2654e+00  -7.5392e-03   1.1788e-02   7.3050e+03   7.1985e+03   7.2789e+03   7.3050e+03
  1.1449e-01   1.1469e-01  -2.1659e+00   1.3687e-02   1.0807e-02   8.9200e+03   8.5654e+03   8.6841e+03   8.9200e+03
  1.2650e-01   1.2675e-01  -2.0659e+00  -1.1043e-03   9.9026e-03   1.0420e+04   1.0201e+04   1.0316e+04   1.0420e+04
  1.3978e-01   1.4009e-01  -1.9659e+00   1.9769e-02   9.0719e-03   1.2736e+04   1.2155e+04   1.2325e+04   1.2736e+04
  1.5444e-01   1.5473e-01  -1.8665e+00   1.4532e-02   8.2430e-03   1.5325e+04   1.4723e+04   1.4917e+04   1.5325e+04
  1.7065e-01   1.7095e-01  -1.7668e+00   1.9032e-02   7.4053e-03   1.9120e+04   1.8242e+04   1.8507e+04   1.9120e+04
  1.8855e-01   1.8888e-01  -1.6670e+00  -1.2798e-02   6.7457e-03   2.2276e+04   2.1984e+04   2.2270e+04   2.2276e+04
  2.0834e-01   2.0872e-01  -1.5672e+00   1.0080e-03   6.2293e-03   2.6215e+04   2.5779e+04   2.5984e+04   2.6215e+04
  2.3020e-01   2.3060e-01  -1.4675e+00  -8.7991e-03   5.7580e-03   3.0659e+04   3.0172e+04   3.0548e+04   3.0659e+04
  2.5435e-01   2.5481e-01  -1.3676e+00  -5.2442e-03   5.3326e-03   3.5593e+04   3.5179e+04   3.5478e+04   3.5593e+04
  2.8104e-01   2.8153e-01  -1.2679e+00   2.1389e-03   4.9605e-03   4.2154e+04   4.0654e+04   4.1361e+04   4.2154e+04
  3.1052e-01   3.1118e-01  -1.1678e+00  -1.6556e-03   4.5936e-03   4.9593e+04   4.7407e+04   4.8539e+04   4.9593e+04
  3.4311e-01   3.4361e-01  -1.0687e+00  -5.4417e-03   4.2063e-03   5.8862e+04   5.6540e+04   5.7855e+04   5.8862e+04
  3.7911e-01   3.7969e-01  -9.6882e-01  -4.8142e-03   3.8962e-03   6.8635e+04   6.5897e+04   6.7425e+04   6.8635e+04
  4.1888e-01   4.1939e-01  -8.6937e-01   1.0136e-02   3.6432e-03   7.8419e+04   7.5366e+04   7.6511e+04   7.8419e+04
  4.6284e-01   4.6356e-01  -7.6923e-01   1.0458e-02   3.4172e-03   8.8258e+04   8.5665e+04   8.6514e+04   8.8258e+04
  5.1140e-01   5.1219e-01  -6.6947e-01   3.4536e-03   3.1612e-03   1.0302e+05   1.0010e+05   1.0139e+05   1.0302e+05
  5.6506e-01   5.6591e-01  -5.6973e-01  -7.1081e-04   2.9385e-03   1.1770e+05   1.1585e+05   1.1682e+05   1.1770e+05
  6.2435e-01   6.2546e-01  -4.6969e-01   5.7068e-05   2.7417e-03   1.3526e+05   1.3308e+05   1.3417e+05   1.3526e+05
  6.8986e-01   6.9078e-01  -3.7034e-01   1.1472e-03   2.5437e-03   1.5560e+05   1.5460e+05   1.5501e+05   1.5560e+05
  7.6224e-01   7.6333e-01  -2.7047e-01   1.2018e-03   2.3844e-03   1.7699e+05   1.7596e+05   1.7637e+05   1.7699e+05
  8.4222e-01   8.4334e-01  -1.7079e-01   1.0921e-02   2.2456e-03   2.0142e+05   1.9837e+05   1.9881e+05   2.0142e+05
  9.3059e-01   9.3142e-01  -7.1460e-02   3.4173e-03   2.1570e-03   2.1558e+05   2.1500e+05   2.1492e+05   2.1558e+05
  1.0282e+00   1.0284e+00   2.7624e-02  -3.4502e-03   2.1109e-03   2.2031e+05   2.2451e+05   2.2280e+05   2.2031e+05
  1.1361e+00   1.1362e+00   1.2729e-01  -6.0572e-03   2.1393e-03   2.1582e+05   2.1858e+05   2.1786e+05   2.1582e+05
  1.2553e+00   1.2546e+00   2.2643e-01  -1.1611e-02   2.2397e-03   1.9661e+05   1.9943e+05   1.9917e+05   1.9661e+05
  1.3870e+00   1.3839e+00   3.2453e-01  -1.3123e-02   2.4293e-03   1.6484e+05   1.6950e+05   1.6828e+05   1.6484e+05
  1.5326e+00   1.5270e+00   4.2289e-01  -4.9795e-03   2.8866e-03   1.1168e+05   1.2005e+05   1.1616e+05   1.1168e+05
  1.6934e+00   1.6813e+00   5.1915e-01  -7.4735e-03   4.0154e-03   5.3465e+04   6.2044e+04   5.7986e+04   5.3465e+04
