## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 1049800.5}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  1.4086e-02   1.4025e-02  -4.2673e+00  -9.4947e-03   1.1562e-01   7.5000e+01   7.4828e+01   7.5269e+01   7.5000e+01
  1.5564e-02   1.5470e-02  -4.1693e+00   1.6016e-01   1.0561e-01   1.0400e+02   8.9683e+01   8.9660e+01   1.0400e+02
  1.7197e-02   1.7259e-02  -4.0598e+00   2.5666e-01   9.6529e-02   1.3500e+02   1.0734e+02   1.0740e+02   1.3500e+02
  1.9001e-02   1.8985e-02  -3.9645e+00   9.3832e-02   8.8302e-02   1.4100e+02   1.2828e+02   1.2862e+02   1.4100e+02
  2.0995e-02   2.1042e-02  -3.8616e+00   9.0262e-02   8.0760e-02   1.6700e+02   1.5335e+02   1.5326e+02   1.6700e+02
  2.3198e-02   2.3247e-02  -3.7620e+00   8.8757e-02   7.3798e-02   2.0200e+02   1.8366e+02   1.8468e+02   2.0200e+02
  2.5632e-02   2.5680e-02  -3.6625e+00   9.5284e-02   6.7343e-02   2.4300e+02   2.2055e+02   2.2127e+02   2.4300e+02
  2.8321e-02   2.8406e-02  -3.5615e+00   2.1424e-02   6.1431e-02   2.7600e+02   2.6504e+02   2.6768e+02   2.7600e+02
  3.1293e-02   3.1379e-02  -3.4620e+00  -1.4769e-02   5.6015e-02   3.1600e+02   3.1878e+02   3.1974e+02   3.1600e+02
  3.4576e-02   3.4619e-02  -3.3638e+00  -7.0364e-02   5.1072e-02   3.6100e+02   3.8347e+02   3.8573e+02   3.6100e+02
  3.8204e-02   3.8274e-02  -3.2634e+00   1.1430e-01   4.6569e-02   5.2300e+02   4.6121e+02   4.6575e+02   5.2300e+02
  4.2212e-02   4.2267e-02  -3.1641e+00   8.2853e-02   4.2483e-02   6.0700e+02   5.5420e+02   5.5764e+02   6.0700e+02
  4.6642e-02   4.6710e-02  -3.0642e+00   1.5966e-01   3.8766e-02   7.7600e+02   6.6556e+02   6.6765e+02   7.7600e+02
  5.1535e-02   5.1589e-02  -2.9649e+00   1.0536e-01   3.5385e-02   8.7800e+02   7.9884e+02   7.9634e+02   8.7800e+02
  5.6943e-02   5.7039e-02  -2.8644e+00   7.8452e-02   3.2317e-02   1.0210e+03   9.5772e+02   9.5179e+02   1.0210e+03
  6.2917e-02   6.3101e-02  -2.7634e+00   8.3132e-02   2.9535e-02   1.2230e+03   1.1467e+03   1.1372e+03   1.2230e+03
  6.9519e-02   6.9547e-02  -2.6661e+00   8.1189e-02   2.6978e-02   1.4690e+03   1.3743e+03   1.3659e+03   1.4690e+03
  7.6813e-02   7.7003e-02  -2.5643e+00   5.4464e-02   2.4649e-02   1.7250e+03   1.6462e+03   1.6408e+03   1.7250e+03
  8.4873e-02   8.4990e-02  -2.4656e+00   2.9233e-02   2.2527e-02   2.0150e+03   1.9710e+03   1.9642e+03   2.0150e+03
  9.3778e-02   9.3863e-02  -2.3663e+00   3.1047e-02   2.0629e-02   2.4420e+03   2.3504e+03   2.3597e+03   2.4420e+03
  1.0362e-01   1.0385e-01  -2.2652e+00  -9.6943e-03   1.8896e-02   2.7460e+03   2.8014e+03   2.7873e+03   2.7460e+03
  1.1449e-01   1.1463e-01  -2.1665e+00   2.0188e-02   1.7324e-02   3.3010e+03   3.3328e+03   3.2833e+03   3.3010e+03
  1.2650e-01   1.2674e-01  -2.0660e+00   2.2951e-02   1.5876e-02   3.9470e+03   3.9685e+03   3.9122e+03   3.9470e+03
  1.3978e-01   1.4005e-01  -1.9662e+00   1.0196e-02   1.4542e-02   4.6750e+03   4.7297e+03   4.6782e+03   4.6750e+03
  1.5444e-01   1.5489e-01  -1.8655e+00  -1.4406e-02   1.3216e-02   5.5470e+03   5.7265e+03   5.6780e+03   5.5470e+03
  1.7065e-01   1.7101e-01  -1.7665e+00   3.3745e-02   1.1873e-02   7.1710e+03   7.0957e+03   7.0136e+03   7.1710e+03
  1.8855e-01   1.8886e-01  -1.6672e+00  -5.6938e-03   1.0808e-02   8.3490e+03   8.5618e+03   8.4798e+03   8.3490e+03
  2.0834e-01   2.0850e-01  -1.5682e+00  -1.0327e-02   9.9902e-03   9.6000e+03   1.0022e+04   9.8627e+03   9.6000e+03
  2.3020e-01   2.3058e-01  -1.4676e+00   1.5014e-03   9.2306e-03   1.1477e+04   1.1739e+04   1.1599e+04   1.1477e+04
  2.5435e-01   2.5484e-01  -1.3676e+00   1.1682e-02   8.5453e-03   1.3770e+04   1.3697e+04   1.3654e+04   1.3770e+04
  2.8104e-01   2.8143e-01  -1.2683e+00   1.8448e-02   7.9556e-03   1.6183e+04   1.5803e+04   1.5847e+04   1.6183e+04
  3.1052e-01   3.1127e-01  -1.1675e+00   1.7380e-02   7.3603e-03   1.9403e+04   1.8463e+04   1.8772e+04   1.9403e+04
  3.4311e-01   3.4369e-01  -1.0684e+00   1.1924e-02   6.7471e-03   2.3285e+04   2.1972e+04   2.2497e+04   2.3285e+04
  3.7911e-01   3.7983e-01  -9.6845e-01   1.0997e-02   6.2419e-03   2.6955e+04   2.5672e+04   2.6172e+04   2.6955e+04
  4.1888e-01   4.1944e-01  -8.6925e-01  -3.6053e-03   5.8398e-03   3.0281e+04   2.9329e+04   2.9858e+04   3.0281e+04
  4.6284e-01   4.6348e-01  -7.6941e-01   1.9116e-02   5.4822e-03   3.4795e+04   3.3280e+04   3.3719e+04   3.4795e+04
  5.1140e-01   5.1199e-01  -6.6987e-01   1.1845e-02   5.0647e-03   4.0154e+04   3.8993e+04   3.9342e+04   4.0154e+04
  5.6506e-01   5.6599e-01  -5.6959e-01  -8.9244e-03   4.7128e-03   4.5703e+04   4.5033e+04   4.5569e+04   4.5703e+04
  6.2435e-01   6.2525e-01  -4.7002e-01  -1.2680e-02   4.3947e-03   5.2019e+04   5.1788e+04   5.2232e+04   5.2019e+04
  6.8986e-01   6.9068e-01  -3.7049e-01  -6.5612e-03   4.0778e-03   5.9161e+04   6.0150e+04   5.9853e+04   5.9161e+04
  7.6224e-01   7.6331e-01  -2.7050e-01   1.0993e-03   3.8219e-03   6.7832e+04   6.8476e+04   6.8116e+04   6.7832e+04
  8.4222e-01   8.4305e-01  -1.7114e-01  -3.9629e-03   3.6005e-03   7.5549e+04   7.7155e+04   7.6505e+04   7.5549e+04
  9.3059e-01   9.3173e-01  -7.1124e-02  -1.6929e-02   3.4574e-03   8.1810e+04   8.3673e+04   8.3450e+04   8.1810e+04
  1.0282e+00   1.0286e+00   2.7758e-02  -1.2609e-02   3.3828e-03   8.6237e+04   8.7408e+04   8.7374e+04   8.6237e+04
  1.1361e+00   1.1361e+00   1.2720e-01  -3.5376e-03   3.4308e-03   8.3742e+04   8.4979e+04   8.4511e+04   8.3742e+04
  1.2553e+00   1.2552e+00   2.2686e-01  -6.1950e-03   3.5903e-03   7.8190e+04   7.7595e+04   7.8133e+04   7.8190e+04
  1.3870e+00   1.3840e+00   3.2456e-01  -8.9562e-03   3.8936e-03   6.6042e+04   6.5975e+04   6.6304e+04   6.6042e+04
  1.5326e+00   1.5271e+00   4.2298e-01   1.1070e-02   4.6283e-03   4.6870e+04   4.6694e+04   4.6523e+04   4.6870e+04
  1.6934e+00   1.6797e+00   5.1825e-01   1.9756e-02   6.4348e-03   2.2861e+04   2.4156e+04   2.3270e+04   2.2861e+04
