## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 9539712.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  2.3198e-02   2.3230e-02  -3.7627e+00   1.2977e-01   2.4487e-02   1.8680e+03   1.6689e+03   1.6602e+03   1.8680e+03
  2.5632e-02   2.5712e-02  -3.6612e+00   1.1966e-01   2.2346e-02   2.2360e+03   2.0040e+03   2.0001e+03   2.2360e+03
  2.8321e-02   2.8387e-02  -3.5622e+00   1.5420e-01   2.0382e-02   2.7760e+03   2.4089e+03   2.4067e+03   2.7760e+03
  3.1293e-02   3.1336e-02  -3.4634e+00   1.1339e-01   1.8586e-02   3.2270e+03   2.8966e+03   2.8976e+03   3.2270e+03
  3.4576e-02   3.4661e-02  -3.3625e+00   7.7359e-02   1.6944e-02   3.7910e+03   3.4852e+03   3.5033e+03   3.7910e+03
  3.8204e-02   3.8274e-02  -3.2634e+00   1.1027e-01   1.5452e-02   4.6820e+03   4.1907e+03   4.2053e+03   4.6820e+03
  4.2212e-02   4.2307e-02  -3.1632e+00   9.1439e-02   1.4096e-02   5.5540e+03   5.0363e+03   5.0649e+03   5.5540e+03
  4.6642e-02   4.6716e-02  -3.0641e+00   1.2495e-01   1.2863e-02   6.8510e+03   6.0478e+03   6.0716e+03   6.8510e+03
  5.1535e-02   5.1577e-02  -2.9651e+00   9.3400e-02   1.1741e-02   7.9940e+03   7.2592e+03   7.2876e+03   7.9940e+03
  5.6943e-02   5.7050e-02  -2.8642e+00   8.6896e-02   1.0723e-02   9.4750e+03   8.7034e+03   8.7110e+03   9.4750e+03
  6.2917e-02   6.3019e-02  -2.7647e+00   7.5579e-02   9.7993e-03   1.1236e+04   1.0421e+04   1.0435e+04   1.1236e+04
  6.9519e-02   6.9661e-02  -2.6645e+00   8.2620e-02   8.9533e-03   1.3530e+04   1.2483e+04   1.2491e+04   1.3530e+04
  7.6813e-02   7.6976e-02  -2.5647e+00   8.0425e-02   8.1769e-03   1.6290e+04   1.4966e+04   1.5026e+04   1.6290e+04
  8.4873e-02   8.5059e-02  -2.4648e+00   6.9845e-02   7.4760e-03   1.9224e+04   1.7904e+04   1.7939e+04   1.9224e+04
  9.3778e-02   9.3952e-02  -2.3654e+00   5.9648e-02   6.8443e-03   2.2814e+04   2.1361e+04   2.1450e+04   2.2814e+04
  1.0362e-01   1.0387e-01  -2.2650e+00   5.6248e-02   6.2707e-03   2.6989e+04   2.5448e+04   2.5503e+04   2.6989e+04
  1.1449e-01   1.1469e-01  -2.1659e+00   4.6905e-02   5.7473e-03   3.1980e+04   3.0294e+04   3.0426e+04   3.1980e+04
  1.2650e-01   1.2673e-01  -2.0661e+00   5.4212e-02   5.2678e-03   3.8554e+04   3.6060e+04   3.6330e+04   3.8554e+04
  1.3978e-01   1.4010e-01  -1.9658e+00   4.5604e-02   4.8247e-03   4.6227e+04   4.2987e+04   4.3627e+04   4.6227e+04
  1.5444e-01   1.5476e-01  -1.8663e+00   4.2161e-02   4.3838e-03   5.6096e+04   5.2069e+04   5.2985e+04   5.6096e+04
  1.7065e-01   1.7098e-01  -1.7666e+00   3.3010e-02   3.9395e-03   6.8705e+04   6.4478e+04   6.5527e+04   6.8705e+04
  1.8855e-01   1.8890e-01  -1.6670e+00   4.0682e-02   3.5864e-03   8.3539e+04   7.7798e+04   7.9086e+04   8.3539e+04
  2.0834e-01   2.0869e-01  -1.5673e+00   3.0203e-02   3.3141e-03   9.6968e+04   9.1110e+04   9.2663e+04   9.6968e+04
  2.3020e-01   2.3064e-01  -1.4673e+00   2.9755e-02   3.0638e-03   1.1448e+05   1.0660e+05   1.0895e+05   1.1448e+05
  2.5435e-01   2.5481e-01  -1.3677e+00   2.0557e-02   2.8351e-03   1.3271e+05   1.2450e+05   1.2732e+05   1.3271e+05
  2.8104e-01   2.8148e-01  -1.2681e+00   2.0490e-02   2.6404e-03   1.5158e+05   1.4353e+05   1.4609e+05   1.5158e+05
  3.1052e-01   3.1111e-01  -1.1680e+00   1.7352e-02   2.4420e-03   1.7640e+05   1.6779e+05   1.7064e+05   1.7640e+05
  3.4311e-01   3.4363e-01  -1.0686e+00   8.8048e-03   2.2384e-03   2.0734e+05   1.9971e+05   2.0264e+05   2.0734e+05
  3.7911e-01   3.7970e-01  -9.6878e-01   6.7286e-03   2.0713e-03   2.4104e+05   2.3325e+05   2.3636e+05   2.4104e+05
  4.1888e-01   4.1945e-01  -8.6923e-01   1.7241e-02   1.9391e-03   2.7699e+05   2.6612e+05   2.6926e+05   2.7699e+05
  4.6284e-01   4.6355e-01  -7.6925e-01   3.7193e-03   1.8185e-03   3.1327e+05   3.0258e+05   3.0737e+05   3.1327e+05
  5.1140e-01   5.1210e-01  -6.6964e-01   2.9490e-03   1.6803e-03   3.6519e+05   3.5440e+05   3.5928e+05   3.6519e+05
  5.6506e-01   5.6592e-01  -5.6972e-01   1.5367e-03   1.5632e-03   4.2324e+05   4.0951e+05   4.1606e+05   4.2324e+05
  6.2435e-01   6.2546e-01  -4.6968e-01  -5.5831e-04   1.4582e-03   4.9359e+05   4.7057e+05   4.8221e+05   4.9359e+05
  6.8986e-01   6.9080e-01  -3.7031e-01  -1.9517e-03   1.3535e-03   5.6746e+05   5.4622e+05   5.5737e+05   5.6746e+05
  7.6224e-01   7.6332e-01  -2.7050e-01  -2.5766e-03   1.2680e-03   6.4111e+05   6.2239e+05   6.3255e+05   6.4111e+05
  8.4222e-01   8.4303e-01  -1.7117e-01  -7.7811e-03   1.1944e-03   7.1454e+05   7.0146e+05   7.1073e+05   7.1454e+05
  9.3059e-01   9.3139e-01  -7.1487e-02  -2.2859e-02   1.1471e-03   7.4762e+05   7.6047e+05   7.6273e+05   7.4762e+05
  1.0282e+00   1.0283e+00   2.7526e-02  -1.6133e-02   1.1228e-03   7.6367e+05   7.9374e+05   7.8511e+05   7.6367e+05
  1.1361e+00   1.1362e+00   1.2724e-01  -1.0082e-02   1.1381e-03   7.3839e+05   7.7260e+05   7.5939e+05   7.3839e+05
  1.2553e+00   1.2549e+00   2.2667e-01  -6.7577e-03   1.1913e-03   6.7130e+05   7.0508e+05   6.9057e+05   6.7130e+05
  1.3870e+00   1.3840e+00   3.2456e-01   1.5807e-03   1.2920e-03   5.7111e+05   5.9948e+05   5.8482e+05   5.7111e+05
  1.5326e+00   1.5270e+00   4.2293e-01   9.8420e-04   1.5357e-03   3.9635e+05   4.2431e+05   4.1012e+05   3.9635e+05
  1.6934e+00   1.6797e+00   5.1825e-01  -1.5126e-02   2.1354e-03   1.8874e+05   2.1944e+05   2.0575e+05   1.8874e+05
