## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 1198152.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  4.6642e-02   4.6668e-02  -3.0651e+00   9.2348e-02   3.6283e-02   8.3000e+02   7.5978e+02   7.5981e+02   8.3000e+02
  5.1535e-02   5.1652e-02  -2.9636e+00   1.6220e-02   3.3123e-02   9.1400e+02   9.1165e+02   9.0543e+02   9.1400e+02
  5.6943e-02   5.7027e-02  -2.8646e+00   5.7748e-02   3.0250e-02   1.1500e+03   1.0931e+03   1.0900e+03   1.1500e+03
  6.2917e-02   6.3062e-02  -2.7641e+00   4.3443e-02   2.7647e-02   1.3430e+03   1.3086e+03   1.2974e+03   1.3430e+03
  6.9519e-02   6.9695e-02  -2.6640e+00  -7.4655e-03   2.5254e-02   1.5460e+03   1.5684e+03   1.5630e+03   1.5460e+03
  7.6813e-02   7.6915e-02  -2.5655e+00   1.4141e-02   2.3068e-02   1.8980e+03   1.8797e+03   1.8756e+03   1.8980e+03
  8.4873e-02   8.4901e-02  -2.4667e+00   1.4804e-02   2.1091e-02   2.2510e+03   2.2486e+03   2.2332e+03   2.2510e+03
  9.3778e-02   9.3963e-02  -2.3653e+00   4.7689e-03   1.9309e-02   2.6610e+03   2.6827e+03   2.6655e+03   2.6610e+03
  1.0362e-01   1.0390e-01  -2.2648e+00   2.3601e-02   1.7688e-02   3.2680e+03   3.1968e+03   3.1947e+03   3.2680e+03
  1.1449e-01   1.1477e-01  -2.1652e+00   5.9416e-03   1.6219e-02   3.7430e+03   3.8026e+03   3.7615e+03   3.7430e+03
  1.2650e-01   1.2672e-01  -2.0662e+00   5.3855e-02   1.4857e-02   4.6460e+03   4.5314e+03   4.4667e+03   4.6460e+03
  1.3978e-01   1.3994e-01  -1.9670e+00   2.6845e-02   1.3612e-02   5.5330e+03   5.3981e+03   5.3931e+03   5.5330e+03
  1.5444e-01   1.5486e-01  -1.8656e+00   5.9937e-02   1.2370e-02   6.9000e+03   6.5363e+03   6.5223e+03   6.9000e+03
  1.7065e-01   1.7104e-01  -1.7663e+00   2.3428e-02   1.1111e-02   8.2940e+03   8.1025e+03   8.1033e+03   8.2940e+03
  1.8855e-01   1.8882e-01  -1.6674e+00   8.0434e-03   1.0122e-02   9.8540e+03   9.7628e+03   9.7691e+03   9.8540e+03
  2.0834e-01   2.0875e-01  -1.5670e+00   1.0068e-02   9.3491e-03   1.1476e+04   1.1444e+04   1.1402e+04   1.1476e+04
  2.3020e-01   2.3058e-01  -1.4676e+00   1.5791e-02   8.6356e-03   1.3531e+04   1.3413e+04   1.3366e+04   1.3531e+04
  2.5435e-01   2.5483e-01  -1.3676e+00   1.6482e-02   8.0052e-03   1.5906e+04   1.5608e+04   1.5628e+04   1.5906e+04
  2.8104e-01   2.8158e-01  -1.2678e+00   2.2600e-03   7.4451e-03   1.8162e+04   1.8045e+04   1.8083e+04   1.8162e+04
  3.1052e-01   3.1106e-01  -1.1682e+00   1.6735e-03   6.8916e-03   2.1245e+04   2.1060e+04   2.1135e+04   2.1245e+04
  3.4311e-01   3.4381e-01  -1.0681e+00   6.0895e-03   6.3133e-03   2.5309e+04   2.5095e+04   2.5126e+04   2.5309e+04
  3.7911e-01   3.7969e-01  -9.6880e-01   1.5320e-02   5.8427e-03   2.9637e+04   2.9300e+04   2.9244e+04   2.9637e+04
  4.1888e-01   4.1936e-01  -8.6943e-01   4.7208e-03   5.4708e-03   3.2981e+04   3.3420e+04   3.3122e+04   3.2981e+04
  4.6284e-01   4.6372e-01  -7.6889e-01   2.6469e-03   5.1316e-03   3.7347e+04   3.7984e+04   3.7615e+04   3.7347e+04
  5.1140e-01   5.1234e-01  -6.6918e-01   1.5403e-03   4.7405e-03   4.3936e+04   4.4510e+04   4.4189e+04   4.3936e+04
  5.6506e-01   5.6598e-01  -5.6961e-01   9.7346e-03   4.4097e-03   5.1290e+04   5.1438e+04   5.1114e+04   5.1290e+04
  6.2435e-01   6.2524e-01  -4.7004e-01   5.1255e-05   4.1124e-03   5.8457e+04   5.9143e+04   5.8799e+04   5.8457e+04
  6.8986e-01   6.9068e-01  -3.7050e-01  -1.0752e-03   3.8175e-03   6.7524e+04   6.8635e+04   6.8116e+04   6.7524e+04
  7.6224e-01   7.6321e-01  -2.7063e-01  -1.8188e-03   3.5783e-03   7.6025e+04   7.8117e+04   7.7142e+04   7.6025e+04
  8.4222e-01   8.4324e-01  -1.7092e-01  -1.2961e-03   3.3701e-03   8.4590e+04   8.8069e+04   8.6387e+04   8.4590e+04
  9.3059e-01   9.3139e-01  -7.1492e-02  -4.6335e-03   3.2357e-03   9.1300e+04   9.5533e+04   9.3638e+04   9.1300e+04
  1.0282e+00   1.0285e+00   2.7688e-02  -1.0855e-02   3.1665e-03   9.4059e+04   9.9759e+04   9.7450e+04   9.4059e+04
  1.1361e+00   1.1369e+00   1.2791e-01  -1.5867e-02   3.2115e-03   9.3710e+04   9.6980e+04   9.6114e+04   9.3710e+04
  1.2553e+00   1.2556e+00   2.2718e-01  -1.1031e-02   3.3609e-03   9.0514e+04   8.8549e+04   9.0020e+04   9.0514e+04
  1.3870e+00   1.3842e+00   3.2472e-01  -1.0434e-02   3.6452e-03   8.0209e+04   7.5276e+04   7.8135e+04   8.0209e+04
  1.5326e+00   1.5284e+00   4.2379e-01   1.2271e-04   4.3321e-03   6.0047e+04   5.3296e+04   5.6668e+04   6.0047e+04
  1.6934e+00   1.6810e+00   5.1899e-01   1.5442e-02   6.0230e-03   3.1941e+04   2.7572e+04   2.9544e+04   3.1941e+04
