## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 134841042.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  5.6943e-02   5.7055e-02  -2.8642e+00   7.2327e-03   2.8548e-03   1.2342e+05   1.2301e+05   1.2277e+05   1.2342e+05
  6.2917e-02   6.3040e-02  -2.7644e+00   7.9900e-03   2.6087e-03   1.4829e+05   1.4730e+05   1.4721e+05   1.4829e+05
  6.9519e-02   6.9650e-02  -2.6647e+00   3.6650e-03   2.3833e-03   1.7647e+05   1.7649e+05   1.7616e+05   1.7647e+05
  7.6813e-02   7.6950e-02  -2.5650e+00   6.0675e-03   2.1772e-03   2.1271e+05   2.1147e+05   2.1145e+05   2.1271e+05
  8.4873e-02   8.5043e-02  -2.4650e+00   7.2873e-03   1.9899e-03   2.5430e+05   2.5316e+05   2.5281e+05   2.5430e+05
  9.3778e-02   9.3948e-02  -2.3654e+00   5.2708e-03   1.8222e-03   3.0188e+05   3.0190e+05   3.0109e+05   3.0188e+05
  1.0362e-01   1.0380e-01  -2.2657e+00   1.0687e-02   1.6692e-03   3.6265e+05   3.5980e+05   3.5930e+05   3.6265e+05
  1.1449e-01   1.1472e-01  -2.1657e+00   1.3548e-03   1.5304e-03   4.2909e+05   4.2800e+05   4.2826e+05   4.2909e+05
  1.2650e-01   1.2674e-01  -2.0661e+00   6.0094e-03   1.4024e-03   5.1165e+05   5.0971e+05   5.0915e+05   5.1165e+05
  1.3978e-01   1.4002e-01  -1.9664e+00   4.7535e-03   1.2846e-03   6.0785e+05   6.0751e+05   6.0624e+05   6.0785e+05
  1.5444e-01   1.5478e-01  -1.8662e+00   2.1127e-03   1.1671e-03   7.3438e+05   7.3598e+05   7.3441e+05   7.3438e+05
  1.7065e-01   1.7100e-01  -1.7665e+00   5.2349e-03   1.0490e-03   9.1354e+05   9.1104e+05   9.0991e+05   9.1354e+05
  1.8855e-01   1.8888e-01  -1.6671e+00   3.4156e-03   9.5463e-04   1.1017e+06   1.1000e+06   1.0990e+06   1.1017e+06
  2.0834e-01   2.0872e-01  -1.5672e+00   7.2887e-04   8.8243e-04   1.2887e+06   1.2874e+06   1.2876e+06   1.2887e+06
  2.3020e-01   2.3061e-01  -1.4675e+00   6.3060e-04   8.1534e-04   1.5027e+06   1.5080e+06   1.5048e+06   1.5027e+06
  2.5435e-01   2.5472e-01  -1.3680e+00   3.3636e-03   7.5516e-04   1.7582e+06   1.7579e+06   1.7551e+06   1.7582e+06
  2.8104e-01   2.8147e-01  -1.2681e+00   2.4761e-03   7.0262e-04   2.0324e+06   2.0306e+06   2.0290e+06   2.0324e+06
  3.1052e-01   3.1112e-01  -1.1680e+00  -5.9790e-04   6.5046e-04   2.3604e+06   2.3693e+06   2.3655e+06   2.3604e+06
  3.4311e-01   3.4362e-01  -1.0686e+00   3.3778e-03   5.9573e-04   2.8192e+06   2.8246e+06   2.8172e+06   2.8192e+06
  3.7911e-01   3.7972e-01  -9.6875e-01   1.6364e-03   5.5118e-04   3.2862e+06   3.2998e+06   3.2903e+06   3.2862e+06
  4.1888e-01   4.1950e-01  -8.6911e-01  -9.0908e-04   5.1624e-04   3.7369e+06   3.7615e+06   3.7509e+06   3.7369e+06
  4.6284e-01   4.6347e-01  -7.6942e-01   2.7374e-04   4.8412e-04   4.2476e+06   4.2772e+06   4.2618e+06   4.2476e+06
  5.1140e-01   5.1208e-01  -6.6969e-01  -6.5570e-04   4.4731e-04   4.9413e+06   5.0101e+06   4.9773e+06   4.9413e+06
  5.6506e-01   5.6596e-01  -5.6964e-01   9.0409e-04   4.1628e-04   5.6988e+06   5.7848e+06   5.7392e+06   5.6988e+06
  6.2435e-01   6.2537e-01  -4.6983e-01  -2.3476e-03   3.8810e-04   6.5604e+06   6.6556e+06   6.6158e+06   6.5604e+06
  6.8986e-01   6.9074e-01  -3.7041e-01   7.3905e-04   3.6033e-04   7.6004e+06   7.7209e+06   7.6578e+06   7.6004e+06
  7.6224e-01   7.6326e-01  -2.7057e-01  -1.2046e-03   3.3763e-04   8.6306e+06   8.7937e+06   8.7174e+06   8.6306e+06
  8.4222e-01   8.4324e-01  -1.7092e-01  -2.6073e-05   3.1796e-04   9.7323e+06   9.9154e+06   9.8240e+06   9.7323e+06
  9.3059e-01   9.3166e-01  -7.1203e-02  -2.0916e-03   3.0541e-04   1.0605e+07   1.0748e+07   1.0688e+07   1.0605e+07
  1.0282e+00   1.0284e+00   2.7565e-02  -1.4279e-03   2.9885e-04   1.1112e+07   1.1224e+07   1.1176e+07   1.1112e+07
  1.1361e+00   1.1364e+00   1.2745e-01  -4.2305e-04   3.0310e-04   1.0866e+07   1.0912e+07   1.0891e+07   1.0866e+07
  1.2553e+00   1.2551e+00   2.2681e-01  -1.8368e-04   3.1707e-04   1.0147e+07   9.9712e+06   1.0060e+07   1.0147e+07
  1.3870e+00   1.3842e+00   3.2474e-01  -4.1602e-04   3.4400e-04   8.8540e+06   8.4712e+06   8.6644e+06   8.8540e+06
  1.5326e+00   1.5275e+00   4.2322e-01   7.5995e-04   4.0874e-04   6.3055e+06   6.0003e+06   6.1506e+06   6.3055e+06
  1.6934e+00   1.6819e+00   5.1953e-01  -9.5555e-04   5.6860e-04   3.2624e+06   3.1006e+06   3.1830e+06   3.2624e+06
