## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 3674760.5}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  1.0442e-02   1.0453e-02  -4.5613e+00   5.5583e-01   8.1400e-02   2.3600e+02   1.5098e+02   1.5153e+02   2.3600e+02
  1.1538e-02   1.1570e-02  -4.4598e+00   4.5292e-01   7.4215e-02   2.6500e+02   1.8163e+02   1.8218e+02   2.6500e+02
  1.2748e-02   1.2707e-02  -4.3660e+00   1.9451e-01   6.7706e-02   2.6200e+02   2.1823e+02   2.1889e+02   2.6200e+02
  1.4086e-02   1.4128e-02  -4.2600e+00   2.8574e-01   6.1798e-02   3.4100e+02   2.6195e+02   2.6405e+02   3.4100e+02
  1.5564e-02   1.5566e-02  -4.1631e+00   3.9010e-01   5.6449e-02   4.4200e+02   3.1395e+02   3.1674e+02   4.4200e+02
  1.7197e-02   1.7230e-02  -4.0615e+00   2.5995e-01   5.1600e-02   4.7900e+02   3.7574e+02   3.7853e+02   4.7900e+02
  1.9001e-02   1.8995e-02  -3.9640e+00   3.0161e-01   4.7199e-02   5.8900e+02   4.4906e+02   4.5131e+02   5.8900e+02
  2.0995e-02   2.1059e-02  -3.8608e+00   2.0170e-01   4.3170e-02   6.5400e+02   5.3681e+02   5.4127e+02   6.5400e+02
  2.3198e-02   2.3238e-02  -3.7624e+00   1.7416e-01   3.9447e-02   7.6600e+02   6.4292e+02   6.4847e+02   7.6600e+02
  2.5632e-02   2.5624e-02  -3.6647e+00   2.3411e-01   3.6001e-02   9.6900e+02   7.7186e+02   7.8008e+02   9.6900e+02
  2.8321e-02   2.8378e-02  -3.5625e+00   2.2565e-01   3.2835e-02   1.1600e+03   9.2788e+02   9.3925e+02   1.1600e+03
  3.1293e-02   3.1325e-02  -3.4638e+00   1.8594e-01   2.9941e-02   1.3490e+03   1.1159e+03   1.1287e+03   1.3490e+03
  3.4576e-02   3.4607e-02  -3.3641e+00   2.0804e-01   2.7298e-02   1.6460e+03   1.3425e+03   1.3546e+03   1.6460e+03
  3.8204e-02   3.8289e-02  -3.2630e+00   1.5414e-01   2.4895e-02   1.9020e+03   1.6142e+03   1.6337e+03   1.9020e+03
  4.2212e-02   4.2231e-02  -3.1650e+00   1.1099e-01   2.2709e-02   2.1890e+03   1.9399e+03   1.9568e+03   2.1890e+03
  4.6642e-02   4.6749e-02  -3.0634e+00   1.5511e-01   2.0721e-02   2.7200e+03   2.3300e+03   2.3443e+03   2.7200e+03
  5.1535e-02   5.1622e-02  -2.9642e+00   1.4705e-01   1.8916e-02   3.2590e+03   2.7959e+03   2.8219e+03   3.2590e+03
  5.6943e-02   5.7016e-02  -2.8648e+00   8.1608e-02   1.7274e-02   3.6970e+03   3.3527e+03   3.3881e+03   3.6970e+03
  6.2917e-02   6.2996e-02  -2.7651e+00   5.1262e-02   1.5786e-02   4.2500e+03   4.0144e+03   4.0293e+03   4.2500e+03
  6.9519e-02   6.9649e-02  -2.6647e+00   7.3699e-02   1.4422e-02   5.2210e+03   4.8098e+03   4.8382e+03   5.2210e+03
  7.6813e-02   7.6994e-02  -2.5644e+00   6.3346e-02   1.3175e-02   6.1970e+03   5.7633e+03   5.7976e+03   6.1970e+03
  8.4873e-02   8.5033e-02  -2.4651e+00   6.0188e-02   1.2042e-02   7.3350e+03   6.8986e+03   6.9092e+03   7.3350e+03
  9.3778e-02   9.3908e-02  -2.3659e+00   5.7681e-02   1.1027e-02   8.6030e+03   8.2276e+03   8.1780e+03   8.6030e+03
  1.0362e-01   1.0376e-01  -2.2661e+00   4.7291e-03   1.0103e-02   9.8900e+03   9.8009e+03   9.8223e+03   9.8900e+03
  1.1449e-01   1.1470e-01  -2.1659e+00   5.2076e-02   9.2595e-03   1.2310e+04   1.1668e+04   1.1685e+04   1.2310e+04
  1.2650e-01   1.2676e-01  -2.0659e+00   5.9987e-02   8.4852e-03   1.4907e+04   1.3895e+04   1.3984e+04   1.4907e+04
  1.3978e-01   1.4008e-01  -1.9659e+00   7.1893e-02   7.7732e-03   1.8078e+04   1.6557e+04   1.6722e+04   1.8078e+04
  1.5444e-01   1.5483e-01  -1.8659e+00   4.8613e-02   7.0634e-03   2.1753e+04   2.0051e+04   2.0415e+04   2.1753e+04
  1.7065e-01   1.7098e-01  -1.7666e+00   3.8890e-02   6.3465e-03   2.6434e+04   2.4837e+04   2.5153e+04   2.6434e+04
  1.8855e-01   1.8887e-01  -1.6671e+00   4.0677e-02   5.7785e-03   3.2093e+04   2.9960e+04   3.0417e+04   3.2093e+04
  2.0834e-01   2.0867e-01  -1.5674e+00   4.1451e-02   5.3393e-03   3.7532e+04   3.5092e+04   3.5585e+04   3.7532e+04
  2.3020e-01   2.3061e-01  -1.4675e+00   1.7497e-02   4.9341e-03   4.3359e+04   4.1092e+04   4.1866e+04   4.3359e+04
  2.5435e-01   2.5465e-01  -1.3683e+00   1.0706e-02   4.5665e-03   4.9412e+04   4.7975e+04   4.8437e+04   4.9412e+04
  2.8104e-01   2.8154e-01  -1.2679e+00   1.1062e-02   4.2535e-03   5.7072e+04   5.5296e+04   5.5878e+04   5.7072e+04
  3.1052e-01   3.1112e-01  -1.1680e+00   9.8171e-03   3.9348e-03   6.6404e+04   6.4613e+04   6.5192e+04   6.6404e+04
  3.4311e-01   3.4367e-01  -1.0685e+00   1.3352e-02   3.6063e-03   7.9224e+04   7.6922e+04   7.7559e+04   7.9224e+04
  3.7911e-01   3.7959e-01  -9.6908e-01   1.9097e-02   3.3374e-03   9.1409e+04   8.9817e+04   8.9756e+04   9.1409e+04
  4.1888e-01   4.1947e-01  -8.6918e-01   1.0829e-02   3.1218e-03   1.0147e+05   1.0265e+05   1.0151e+05   1.0147e+05
  4.6284e-01   4.6362e-01  -7.6911e-01   3.7348e-03   2.9304e-03   1.1406e+05   1.1650e+05   1.1507e+05   1.1406e+05
  5.1140e-01   5.1219e-01  -6.6948e-01  -2.9729e-03   2.7080e-03   1.3269e+05   1.3642e+05   1.3476e+05   1.3269e+05
  5.6506e-01   5.6588e-01  -5.6978e-01  -2.0510e-03   2.5174e-03   1.5196e+05   1.5786e+05   1.5507e+05   1.5196e+05
  6.2435e-01   6.2555e-01  -4.6954e-01   4.8696e-03   2.3496e-03   1.7554e+05   1.8121e+05   1.7793e+05   1.7554e+05
  6.8986e-01   6.9087e-01  -3.7022e-01   3.0302e-03   2.1794e-03   2.0552e+05   2.1062e+05   2.0775e+05   2.0552e+05
  7.6224e-01   7.6325e-01  -2.7059e-01  -1.6848e-02   2.0434e-03   2.3087e+05   2.3958e+05   2.3724e+05   2.3087e+05
  8.4222e-01   8.4348e-01  -1.7063e-01  -7.8060e-03   1.9243e-03   2.6539e+05   2.7016e+05   2.6883e+05   2.6539e+05
  9.3059e-01   9.3156e-01  -7.1306e-02  -1.3693e-02   1.8480e-03   2.8766e+05   2.9295e+05   2.9231e+05   2.8766e+05
  1.0282e+00   1.0284e+00   2.7554e-02  -6.7601e-03   1.8084e-03   3.0298e+05   3.0589e+05   3.0547e+05   3.0298e+05
  1.1361e+00   1.1365e+00   1.2758e-01  -1.3932e-02   1.8341e-03   2.9512e+05   2.9740e+05   2.9833e+05   2.9512e+05
  1.2553e+00   1.2548e+00   2.2658e-01  -2.5537e-03   1.9190e-03   2.7264e+05   2.7166e+05   2.7250e+05   2.7264e+05
  1.3870e+00   1.3842e+00   3.2469e-01   4.8420e-03   2.0810e-03   2.3475e+05   2.3100e+05   2.3231e+05   2.3475e+05
  1.5326e+00   1.5285e+00   4.2391e-01  -8.2328e-03   2.4749e-03   1.7566e+05   1.6332e+05   1.7017e+05   1.7566e+05
  1.6934e+00   1.6803e+00   5.1860e-01  -2.4916e-02   3.4391e-03   8.6090e+04   8.4584e+04   8.6391e+04   8.6090e+04
