## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 31466244.5}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  1.8855e-01   1.8888e-01  -1.6671e+00   5.4556e-03   1.9761e-03   2.5988e+05   2.5639e+05   2.5744e+05   2.5988e+05
  2.0834e-01   2.0872e-01  -1.5672e+00   1.2646e-02   1.8250e-03   3.0496e+05   3.0059e+05   3.0087e+05   3.0496e+05
  2.3020e-01   2.3063e-01  -1.4673e+00   8.9386e-03   1.6866e-03   3.5860e+05   3.5197e+05   3.5371e+05   3.5860e+05
  2.5435e-01   2.5477e-01  -1.3678e+00   5.5738e-03   1.5619e-03   4.1909e+05   4.1042e+05   4.1361e+05   4.1909e+05
  2.8104e-01   2.8145e-01  -1.2682e+00  -1.1566e-03   1.4545e-03   4.7677e+05   4.7325e+05   4.7528e+05   4.7677e+05
  3.1052e-01   3.1113e-01  -1.1680e+00   4.9604e-03   1.3454e-03   5.5952e+05   5.5314e+05   5.5496e+05   5.5952e+05
  3.4311e-01   3.4362e-01  -1.0686e+00  -1.9005e-04   1.2325e-03   6.5781e+05   6.5913e+05   6.5854e+05   6.5781e+05
  3.7911e-01   3.7975e-01  -9.6865e-01   1.9083e-03   1.1405e-03   7.6608e+05   7.6972e+05   7.6717e+05   7.6608e+05
  4.1888e-01   4.1949e-01  -8.6913e-01  -3.6861e-03   1.0681e-03   8.8222e+05   8.7760e+05   8.8153e+05   8.8222e+05
  4.6284e-01   4.6353e-01  -7.6929e-01   5.2046e-04   1.0012e-03   1.0005e+06   9.9877e+05   9.9936e+05   1.0005e+06
  5.1140e-01   5.1214e-01  -6.6956e-01  -6.3248e-04   9.2560e-04   1.1740e+06   1.1686e+06   1.1717e+06   1.1740e+06
  5.6506e-01   5.6598e-01  -5.6961e-01  -1.9587e-04   8.6106e-04   1.3580e+06   1.3503e+06   1.3543e+06   1.3580e+06
  6.2435e-01   6.2539e-01  -4.6979e-01  -1.5622e-03   8.0314e-04   1.5699e+06   1.5521e+06   1.5622e+06   1.5699e+06
  6.8986e-01   6.9080e-01  -3.7031e-01   2.4391e-04   7.4500e-04   1.8253e+06   1.8038e+06   1.8144e+06   1.8253e+06
  7.6224e-01   7.6331e-01  -2.7050e-01  -2.2358e-03   6.9844e-04   2.0897e+06   2.0524e+06   2.0734e+06   2.0897e+06
  8.4222e-01   8.4306e-01  -1.7112e-01  -3.3377e-03   6.5804e-04   2.3334e+06   2.3121e+06   2.3266e+06   2.3334e+06
  9.3059e-01   9.3145e-01  -7.1426e-02  -3.9577e-03   6.3190e-04   2.5038e+06   2.5073e+06   2.5106e+06   2.5038e+06
  1.0282e+00   1.0283e+00   2.7517e-02  -1.0302e-03   6.1808e-04   2.5914e+06   2.6208e+06   2.6074e+06   2.5914e+06
  1.1361e+00   1.1363e+00   1.2733e-01  -2.6641e-03   6.2704e-04   2.4870e+06   2.5464e+06   2.5201e+06   2.4870e+06
  1.2553e+00   1.2548e+00   2.2660e-01  -1.7429e-03   6.5614e-04   2.2598e+06   2.3255e+06   2.2947e+06   2.2598e+06
  1.3870e+00   1.3845e+00   3.2493e-01   1.9758e-03   7.1146e-04   1.9681e+06   1.9779e+06   1.9711e+06   1.9681e+06
  1.5326e+00   1.5272e+00   4.2304e-01   4.5833e-03   8.4581e-04   1.4129e+06   1.3995e+06   1.4030e+06   1.4129e+06
  1.6934e+00   1.6824e+00   5.1981e-01   3.9945e-04   1.1760e-03   7.2410e+05   7.2399e+05   7.2390e+05   7.2410e+05
