## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 27476284.5}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  4.2212e-02   4.2278e-02  -3.1639e+00   4.4892e-02   8.3072e-03   1.5278e+04   1.4507e+04   1.4567e+04   1.5278e+04
  4.6642e-02   4.6727e-02  -3.0639e+00   2.7380e-02   7.5803e-03   1.8116e+04   1.7422e+04   1.7531e+04   1.8116e+04
  5.1535e-02   5.1637e-02  -2.9639e+00   5.3239e-02   6.9200e-03   2.2282e+04   2.0906e+04   2.1037e+04   2.2282e+04
  5.6943e-02   5.7072e-02  -2.8639e+00   4.3786e-02   6.3200e-03   2.6399e+04   2.5064e+04   2.5183e+04   2.6399e+04
  6.2917e-02   6.3039e-02  -2.7644e+00   1.3496e-02   5.7752e-03   3.0760e+04   3.0016e+04   3.0185e+04   3.0760e+04
  6.9519e-02   6.9692e-02  -2.6641e+00   3.5415e-02   5.2759e-03   3.7463e+04   3.5966e+04   3.6078e+04   3.7463e+04
  7.6813e-02   7.6952e-02  -2.5650e+00   3.3335e-02   4.8197e-03   4.4670e+04   4.3097e+04   4.3165e+04   4.4670e+04
  8.4873e-02   8.5039e-02  -2.4651e+00   2.8436e-02   4.4061e-03   5.2965e+04   5.1568e+04   5.1533e+04   5.2965e+04
  9.3778e-02   9.3968e-02  -2.3652e+00   2.2991e-02   4.0339e-03   6.2768e+04   6.1522e+04   6.1438e+04   6.2768e+04
  1.0362e-01   1.0380e-01  -2.2657e+00   1.9532e-02   3.6953e-03   7.5051e+04   7.3312e+04   7.3465e+04   7.5051e+04
  1.1449e-01   1.1468e-01  -2.1660e+00   1.4292e-02   3.3879e-03   8.8914e+04   8.7219e+04   8.7443e+04   8.8914e+04
  1.2650e-01   1.2671e-01  -2.0663e+00   2.2318e-02   3.1039e-03   1.0626e+05   1.0391e+05   1.0393e+05   1.0626e+05
  1.3978e-01   1.4004e-01  -1.9663e+00   2.3293e-02   2.8443e-03   1.2695e+05   1.2375e+05   1.2391e+05   1.2695e+05
  1.5444e-01   1.5473e-01  -1.8665e+00   1.9067e-02   2.5841e-03   1.5286e+05   1.4993e+05   1.4996e+05   1.5286e+05
  1.7065e-01   1.7102e-01  -1.7664e+00   1.5044e-02   2.3213e-03   1.8865e+05   1.8579e+05   1.8583e+05   1.8865e+05
  1.8855e-01   1.8891e-01  -1.6669e+00   1.5833e-02   2.1143e-03   2.2765e+05   2.2395e+05   2.2402e+05   2.2765e+05
  2.0834e-01   2.0866e-01  -1.5675e+00   1.8570e-02   1.9532e-03   2.6579e+05   2.6242e+05   2.6167e+05   2.6579e+05
  2.3020e-01   2.3059e-01  -1.4675e+00   1.5727e-02   1.8051e-03   3.1132e+05   3.0724e+05   3.0686e+05   3.1132e+05
  2.5435e-01   2.5472e-01  -1.3680e+00   1.0339e-02   1.6709e-03   3.5795e+05   3.5859e+05   3.5642e+05   3.5795e+05
  2.8104e-01   2.8144e-01  -1.2682e+00   1.0919e-02   1.5564e-03   4.1600e+05   4.1328e+05   4.1239e+05   4.1600e+05
  3.1052e-01   3.1110e-01  -1.1681e+00   8.0537e-03   1.4393e-03   4.8334e+05   4.8323e+05   4.8134e+05   4.8334e+05
  3.4311e-01   3.4367e-01  -1.0685e+00   2.2571e-03   1.3193e-03   5.6997e+05   5.7520e+05   5.7193e+05   5.6997e+05
  3.7911e-01   3.7967e-01  -9.6887e-01   7.4378e-03   1.2208e-03   6.6142e+05   6.7173e+05   6.6408e+05   6.6142e+05
  4.1888e-01   4.1948e-01  -8.6916e-01   3.2913e-03   1.1426e-03   7.4385e+05   7.6680e+05   7.5406e+05   7.4385e+05
  4.6284e-01   4.6357e-01  -7.6920e-01   8.7835e-04   1.0715e-03   8.4048e+05   8.7189e+05   8.5581e+05   8.4048e+05
  5.1140e-01   5.1212e-01  -6.6961e-01  -4.1620e-03   9.9010e-04   9.7806e+05   1.0212e+06   1.0018e+06   9.7806e+05
  5.6506e-01   5.6590e-01  -5.6975e-01  -5.6050e-03   9.2166e-04   1.1211e+06   1.1785e+06   1.1531e+06   1.1211e+06
  6.2435e-01   6.2536e-01  -4.6985e-01  -6.0528e-03   8.5921e-04   1.2801e+06   1.3561e+06   1.3222e+06   1.2801e+06
  6.8986e-01   6.9077e-01  -3.7036e-01  -1.1389e-02   7.9789e-04   1.4816e+06   1.5725e+06   1.5360e+06   1.4816e+06
  7.6224e-01   7.6339e-01  -2.7040e-01  -9.3143e-03   7.4723e-04   1.6952e+06   1.7929e+06   1.7524e+06   1.6952e+06
  8.4222e-01   8.4341e-01  -1.7072e-01  -4.8503e-03   7.0414e-04   1.9603e+06   2.0191e+06   1.9946e+06   1.9603e+06
  9.3059e-01   9.3185e-01  -7.0994e-02  -2.7170e-03   6.7603e-04   2.1732e+06   2.1905e+06   2.1848e+06   2.1732e+06
  1.0282e+00   1.0286e+00   2.7821e-02   2.0033e-03   6.6149e-04   2.3328e+06   2.2879e+06   2.3080e+06   2.3328e+06
  1.1361e+00   1.1367e+00   1.2775e-01   1.2003e-03   6.7092e-04   2.3339e+06   2.2240e+06   2.2776e+06   2.3339e+06
  1.2553e+00   1.2549e+00   2.2667e-01   1.6619e-03   7.0209e-04   2.2086e+06   2.0309e+06   2.1181e+06   2.2086e+06
  1.3870e+00   1.3836e+00   3.2428e-01   2.6897e-04   7.6149e-04   1.8837e+06   1.7264e+06   1.8048e+06   1.8837e+06
  1.5326e+00   1.5271e+00   4.2296e-01  -3.3151e-03   9.0509e-04   1.2521e+06   1.2221e+06   1.2391e+06   1.2521e+06
  1.6934e+00   1.6804e+00   5.1865e-01  -6.7062e-03   1.2585e-03   6.0540e+05   6.3206e+05   6.2085e+05   6.0540e+05
