## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 85438592.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  4.6642e-02   4.6731e-02  -3.0638e+00   7.7121e-03   4.3007e-03   5.3955e+04   5.4172e+04   5.3855e+04   5.3955e+04
  5.1535e-02   5.1625e-02  -2.9642e+00   9.6450e-03   3.9257e-03   6.5104e+04   6.5016e+04   6.4746e+04   6.5104e+04
  5.6943e-02   5.7065e-02  -2.8640e+00  -9.3338e-04   3.5857e-03   7.7623e+04   7.7928e+04   7.7812e+04   7.7623e+04
  6.2917e-02   6.3046e-02  -2.7643e+00   2.0358e-02   3.2767e-03   9.5026e+04   9.3321e+04   9.3224e+04   9.5026e+04
  6.9519e-02   6.9650e-02  -2.6647e+00   9.3714e-03   2.9930e-03   1.1315e+05   1.1185e+05   1.1197e+05   1.1315e+05
  7.6813e-02   7.6947e-02  -2.5651e+00   1.0167e-02   2.7343e-03   1.3589e+05   1.3402e+05   1.3427e+05   1.3589e+05
  8.4873e-02   8.5035e-02  -2.4651e+00   6.7756e-03   2.4997e-03   1.6256e+05   1.6036e+05   1.6091e+05   1.6256e+05
  9.3778e-02   9.3964e-02  -2.3653e+00   6.0293e-03   2.2885e-03   1.9351e+05   1.9131e+05   1.9183e+05   1.9351e+05
  1.0362e-01   1.0382e-01  -2.2655e+00   1.5439e-02   2.0967e-03   2.3234e+05   2.2791e+05   2.2837e+05   2.3234e+05
  1.1449e-01   1.1473e-01  -2.1656e+00   5.1784e-03   1.9219e-03   2.7580e+05   2.7125e+05   2.7283e+05   2.7580e+05
  1.2650e-01   1.2675e-01  -2.0659e+00   1.2271e-03   1.7612e-03   3.2685e+05   3.2302e+05   3.2474e+05   3.2685e+05
  1.3978e-01   1.4002e-01  -1.9664e+00   8.4937e-03   1.6135e-03   3.8994e+05   3.8486e+05   3.8577e+05   3.8994e+05
  1.5444e-01   1.5476e-01  -1.8663e+00   3.2963e-03   1.4659e-03   4.6825e+05   4.6628e+05   4.6649e+05   4.6825e+05
  1.7065e-01   1.7098e-01  -1.7666e+00   5.5168e-03   1.3170e-03   5.8256e+05   5.7764e+05   5.7851e+05   5.8256e+05
  1.8855e-01   1.8885e-01  -1.6672e+00   6.1651e-03   1.1994e-03   7.0450e+05   6.9648e+05   6.9834e+05   7.0450e+05
  2.0834e-01   2.0868e-01  -1.5674e+00   9.0375e-03   1.1084e-03   8.2509e+05   8.1556e+05   8.1664e+05   8.2509e+05
  2.3020e-01   2.3060e-01  -1.4675e+00   3.3128e-03   1.0238e-03   9.6338e+05   9.5590e+05   9.5806e+05   9.6338e+05
  2.5435e-01   2.5479e-01  -1.3677e+00   7.1091e-03   9.4839e-04   1.1296e+06   1.1140e+06   1.1178e+06   1.1296e+06
  2.8104e-01   2.8151e-01  -1.2680e+00  -1.5869e-03   8.8275e-04   1.2953e+06   1.2858e+06   1.2916e+06   1.2953e+06
  3.1052e-01   3.1113e-01  -1.1680e+00   2.0794e-03   8.1656e-04   1.5074e+06   1.5027e+06   1.5035e+06   1.5074e+06
  3.4311e-01   3.4359e-01  -1.0687e+00  -2.4082e-03   7.4861e-04   1.7910e+06   1.7879e+06   1.7916e+06   1.7910e+06
  3.7911e-01   3.7972e-01  -9.6872e-01   2.3695e-05   6.9235e-04   2.0923e+06   2.0903e+06   2.0913e+06   2.0923e+06
  4.1888e-01   4.1955e-01  -8.6898e-01  -4.1232e-03   6.4858e-04   2.3862e+06   2.3819e+06   2.3890e+06   2.3862e+06
  4.6284e-01   4.6349e-01  -7.6939e-01  -9.7993e-04   6.0783e-04   2.7041e+06   2.7120e+06   2.7094e+06   2.7041e+06
  5.1140e-01   5.1207e-01  -6.6971e-01   1.4404e-03   5.6158e-04   3.1488e+06   3.1770e+06   3.1606e+06   3.1488e+06
  5.6506e-01   5.6598e-01  -5.6962e-01  -9.5539e-04   5.2274e-04   3.6214e+06   3.6668e+06   3.6458e+06   3.6214e+06
  6.2435e-01   6.2537e-01  -4.6983e-01  -1.1867e-03   4.8758e-04   4.1739e+06   4.2145e+06   4.1967e+06   4.1739e+06
  6.8986e-01   6.9078e-01  -3.7034e-01  -6.7965e-04   4.5257e-04   4.8206e+06   4.8920e+06   4.8580e+06   4.8206e+06
  7.6224e-01   7.6335e-01  -2.7046e-01  -2.2060e-03   4.2390e-04   5.4810e+06   5.5760e+06   5.5347e+06   5.4810e+06
  8.4222e-01   8.4325e-01  -1.7091e-01  -2.7939e-03   3.9958e-04   6.1790e+06   6.2753e+06   6.2359e+06   6.1790e+06
  9.3059e-01   9.3163e-01  -7.1235e-02  -1.2959e-03   3.8355e-04   6.7163e+06   6.8108e+06   6.7680e+06   6.7163e+06
  1.0282e+00   1.0284e+00   2.7589e-02  -9.7610e-04   3.7528e-04   7.0460e+06   7.1143e+06   7.0836e+06   7.0460e+06
  1.1361e+00   1.1363e+00   1.2734e-01  -4.6994e-04   3.8061e-04   6.8537e+06   6.9165e+06   6.8867e+06   6.8537e+06
  1.2553e+00   1.2551e+00   2.2678e-01   4.1356e-05   3.9838e-04   6.3303e+06   6.3133e+06   6.3216e+06   6.3303e+06
  1.3870e+00   1.3843e+00   3.2479e-01   1.9623e-03   4.3193e-04   5.5223e+06   5.3705e+06   5.4411e+06   5.5223e+06
  1.5326e+00   1.5277e+00   4.2336e-01   5.0528e-04   5.1360e-04   3.9873e+06   3.7984e+06   3.8919e+06   3.9873e+06
  1.6934e+00   1.6821e+00   5.1967e-01   4.4311e-03   7.1359e-04   2.0823e+06   1.9676e+06   2.0206e+06   2.0823e+06
