## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 12620288.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  9.3778e-02   9.3997e-02  -2.3649e+00   1.4433e-02   5.9510e-03   2.8633e+04   2.8259e+04   2.8242e+04   2.8633e+04
  1.0362e-01   1.0380e-01  -2.2657e+00   6.7069e-03   5.4522e-03   3.4096e+04   3.3666e+04   3.3768e+04   3.4096e+04
  1.1449e-01   1.1468e-01  -2.1660e+00   1.4687e-02   4.9973e-03   4.1100e+04   4.0073e+04   4.0292e+04   4.1100e+04
  1.2650e-01   1.2674e-01  -2.0660e+00   5.0873e-03   4.5796e-03   4.8944e+04   4.7716e+04   4.8209e+04   4.8944e+04
  1.3978e-01   1.4001e-01  -1.9665e+00   1.5532e-02   4.1957e-03   5.8148e+04   5.6849e+04   5.7057e+04   5.8148e+04
  1.5444e-01   1.5473e-01  -1.8665e+00   7.4265e-03   3.8126e-03   7.0773e+04   6.8848e+04   6.9555e+04   7.0773e+04
  1.7065e-01   1.7097e-01  -1.7667e+00   1.4045e-02   3.4250e-03   8.8255e+04   8.5313e+04   8.6185e+04   8.8255e+04
  1.8855e-01   1.8887e-01  -1.6671e+00   6.3419e-03   3.1183e-03   1.0495e+05   1.0291e+05   1.0361e+05   1.0495e+05
  2.0834e-01   2.0868e-01  -1.5674e+00   1.0270e-02   2.8818e-03   1.2418e+05   1.2051e+05   1.2173e+05   1.2418e+05
  2.3020e-01   2.3062e-01  -1.4674e+00   5.8332e-03   2.6630e-03   1.4446e+05   1.4112e+05   1.4238e+05   1.4446e+05
  2.5435e-01   2.5479e-01  -1.3677e+00  -3.0742e-03   2.4653e-03   1.6673e+05   1.6466e+05   1.6595e+05   1.6673e+05
  2.8104e-01   2.8152e-01  -1.2680e+00  -3.2936e-04   2.2950e-03   1.9294e+05   1.9001e+05   1.9151e+05   1.9294e+05
  3.1052e-01   3.1113e-01  -1.1680e+00   4.9847e-03   2.1246e-03   2.2556e+05   2.2170e+05   2.2308e+05   2.2556e+05
  3.4311e-01   3.4358e-01  -1.0688e+00  -1.5918e-03   1.9461e-03   2.6631e+05   2.6423e+05   2.6548e+05   2.6631e+05
  3.7911e-01   3.7966e-01  -9.6890e-01  -3.3664e-03   1.8006e-03   3.0812e+05   3.0867e+05   3.0892e+05   3.0812e+05
  4.1888e-01   4.1953e-01  -8.6903e-01   1.1224e-03   1.6853e-03   3.5053e+05   3.5235e+05   3.5124e+05   3.5053e+05
  4.6284e-01   4.6358e-01  -7.6920e-01  -5.7340e-04   1.5815e-03   3.9785e+05   4.0012e+05   3.9910e+05   3.9785e+05
  5.1140e-01   5.1222e-01  -6.6942e-01  -1.3851e-03   1.4604e-03   4.6562e+05   4.6925e+05   4.6776e+05   4.6562e+05
  5.6506e-01   5.6593e-01  -5.6970e-01  -3.6135e-03   1.3597e-03   5.4089e+05   5.4131e+05   5.4208e+05   5.4089e+05
  6.2435e-01   6.2539e-01  -4.6980e-01  -6.0466e-04   1.2674e-03   6.3174e+05   6.2303e+05   6.2757e+05   6.3174e+05
  6.8986e-01   6.9080e-01  -3.7032e-01  -2.8301e-03   1.1768e-03   7.2964e+05   7.2260e+05   7.2714e+05   7.2964e+05
  7.6224e-01   7.6340e-01  -2.7039e-01   9.0715e-04   1.1028e-03   8.3882e+05   8.2288e+05   8.3048e+05   8.3882e+05
  8.4222e-01   8.4317e-01  -1.7099e-01  -2.0537e-03   1.0388e-03   9.3635e+05   9.2745e+05   9.3285e+05   9.3635e+05
  9.3059e-01   9.3165e-01  -7.1213e-02  -3.3345e-03   9.9703e-04   1.0085e+06   1.0067e+06   1.0093e+06   1.0085e+06
  1.0282e+00   1.0283e+00   2.7457e-02  -1.2749e-03   9.7627e-04   1.0510e+06   1.0500e+06   1.0512e+06   1.0510e+06
  1.1361e+00   1.1364e+00   1.2742e-01  -2.3145e-03   9.8944e-04   1.0087e+06   1.0222e+06   1.0167e+06   1.0087e+06
  1.2553e+00   1.2547e+00   2.2651e-01  -2.3729e-03   1.0360e-03   9.2196e+05   9.3247e+05   9.2832e+05   9.2196e+05
  1.3870e+00   1.3843e+00   3.2475e-01   3.2112e-03   1.1233e-03   7.8756e+05   7.9312e+05   7.8907e+05   7.8756e+05
  1.5326e+00   1.5271e+00   4.2295e-01   2.2502e-03   1.3352e-03   5.4754e+05   5.6134e+05   5.5381e+05   5.4754e+05
  1.6934e+00   1.6808e+00   5.1891e-01  -6.9977e-04   1.8567e-03   2.7335e+05   2.9029e+05   2.8193e+05   2.7335e+05
