## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 4923522.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  5.6943e-02   5.7062e-02  -2.8640e+00   4.7676e-02   1.4926e-02   4.7110e+03   4.4906e+03   4.4938e+03   4.7110e+03
  6.2917e-02   6.3070e-02  -2.7639e+00   1.2008e-02   1.3639e-02   5.4000e+03   5.3780e+03   5.3567e+03   5.4000e+03
  6.9519e-02   6.9638e-02  -2.6649e+00   2.4019e-02   1.2460e-02   6.6220e+03   6.4444e+03   6.4558e+03   6.6220e+03
  7.6813e-02   7.6966e-02  -2.5648e+00   2.2710e-02   1.1382e-02   8.0060e+03   7.7230e+03   7.7768e+03   8.0060e+03
  8.4873e-02   8.5007e-02  -2.4654e+00   3.9997e-02   1.0404e-02   9.7250e+03   9.2420e+03   9.2987e+03   9.7250e+03
  9.3778e-02   9.3942e-02  -2.3655e+00   2.6446e-02   9.5254e-03   1.1428e+04   1.1027e+04   1.1081e+04   1.1428e+04
  1.0362e-01   1.0383e-01  -2.2654e+00   2.3428e-02   8.7286e-03   1.3667e+04   1.3131e+04   1.3245e+04   1.3667e+04
  1.1449e-01   1.1461e-01  -2.1666e+00   3.9668e-03   7.9999e-03   1.5844e+04   1.5633e+04   1.5707e+04   1.5844e+04
  1.2650e-01   1.2671e-01  -2.0663e+00   1.8525e-02   7.3307e-03   1.9071e+04   1.8617e+04   1.8672e+04   1.9071e+04
  1.3978e-01   1.4009e-01  -1.9659e+00   2.3018e-02   6.7160e-03   2.2908e+04   2.2181e+04   2.2289e+04   2.2908e+04
  1.5444e-01   1.5474e-01  -1.8664e+00   9.4513e-03   6.1035e-03   2.7611e+04   2.6857e+04   2.7107e+04   2.7611e+04
  1.7065e-01   1.7105e-01  -1.7662e+00   1.8084e-02   5.4815e-03   3.4687e+04   3.3297e+04   3.3691e+04   3.4687e+04
  1.8855e-01   1.8899e-01  -1.6665e+00   1.9903e-02   4.9922e-03   4.1686e+04   4.0145e+04   4.0516e+04   4.1686e+04
  2.0834e-01   2.0866e-01  -1.5675e+00   2.3622e-02   4.6139e-03   4.8846e+04   4.6997e+04   4.7366e+04   4.8846e+04
  2.3020e-01   2.3055e-01  -1.4677e+00   5.2369e-05   4.2627e-03   5.6072e+04   5.5059e+04   5.5564e+04   5.6072e+04
  2.5435e-01   2.5478e-01  -1.3678e+00   4.3935e-03   3.9465e-03   6.6014e+04   6.4237e+04   6.4984e+04   6.6014e+04
  2.8104e-01   2.8143e-01  -1.2683e+00   9.1587e-03   3.6755e-03   7.6314e+04   7.4057e+04   7.4846e+04   7.6314e+04
  3.1052e-01   3.1120e-01  -1.1677e+00   8.7267e-03   3.3992e-03   8.8929e+04   8.6587e+04   8.7380e+04   8.8929e+04
  3.4311e-01   3.4359e-01  -1.0687e+00   1.6761e-04   3.1151e-03   1.0495e+05   1.0310e+05   1.0401e+05   1.0495e+05
  3.7911e-01   3.7962e-01  -9.6900e-01   7.0320e-03   2.8825e-03   1.2248e+05   1.2041e+05   1.2103e+05   1.2248e+05
  4.1888e-01   4.1937e-01  -8.6942e-01  -1.8721e-03   2.6988e-03   1.3643e+05   1.3736e+05   1.3702e+05   1.3643e+05
  4.6284e-01   4.6343e-01  -7.6952e-01  -4.1696e-03   2.5303e-03   1.5110e+05   1.5626e+05   1.5401e+05   1.5110e+05
  5.1140e-01   5.1210e-01  -6.6965e-01  -1.2863e-03   2.3392e-03   1.7552e+05   1.8285e+05   1.7930e+05   1.7552e+05
  5.6506e-01   5.6607e-01  -5.6945e-01  -9.4150e-03   2.1756e-03   2.0044e+05   2.1138e+05   2.0690e+05   2.0044e+05
  6.2435e-01   6.2540e-01  -4.6978e-01  -7.6351e-03   2.0295e-03   2.3094e+05   2.4290e+05   2.3784e+05   2.3094e+05
  6.8986e-01   6.9084e-01  -3.7026e-01  -8.4160e-03   1.8836e-03   2.6670e+05   2.8200e+05   2.7553e+05   2.6670e+05
  7.6224e-01   7.6333e-01  -2.7048e-01  -9.8828e-03   1.7652e-03   3.0575e+05   3.2109e+05   3.1501e+05   3.0575e+05
  8.4222e-01   8.4330e-01  -1.7085e-01  -8.8347e-03   1.6625e-03   3.4797e+05   3.6200e+05   3.5658e+05   3.4797e+05
  9.3059e-01   9.3159e-01  -7.1276e-02   3.2533e-04   1.5965e-03   3.8540e+05   3.9254e+05   3.8891e+05   3.8540e+05
  1.0282e+00   1.0288e+00   2.7964e-02   2.6472e-04   1.5628e-03   4.1245e+05   4.0966e+05   4.1100e+05   4.1245e+05
  1.1361e+00   1.1365e+00   1.2752e-01  -1.7814e-03   1.5840e-03   4.1078e+05   3.9875e+05   4.0512e+05   4.1078e+05
  1.2553e+00   1.2550e+00   2.2674e-01   4.4076e-03   1.6583e-03   3.8980e+05   3.6383e+05   3.7601e+05   3.8980e+05
  1.3870e+00   1.3837e+00   3.2432e-01   3.7767e-05   1.7982e-03   3.2395e+05   3.0940e+05   3.1667e+05   3.2395e+05
  1.5326e+00   1.5276e+00   4.2332e-01   7.8058e-03   2.1376e-03   2.2497e+05   2.1895e+05   2.2111e+05   2.2497e+05
  1.6934e+00   1.6810e+00   5.1903e-01  -7.7025e-03   2.9720e-03   1.1043e+05   1.1327e+05   1.1229e+05   1.1043e+05
