## {'min_sep': 0.003, 'max_sep': 1.78, 'bin_size': 0.1, 'sep_units': 'deg', 'coords': 'spherical', 'metric': 'Euclidean', 'corr': 'NN', 'tot': 734472.0}
#   r_nom       meanr       meanlogr        xi        sigma_xi        DD           RR           DR         npairs   
  1.0362e-01   1.0372e-01  -2.2665e+00   5.2085e-02   2.2591e-02   2.0630e+03   1.9598e+03   1.9604e+03   2.0630e+03
  1.1449e-01   1.1471e-01  -2.1658e+00   3.6322e-02   2.0713e-02   2.4340e+03   2.3312e+03   2.3402e+03   2.4340e+03
  1.2650e-01   1.2667e-01  -2.0666e+00   4.1151e-02   1.8978e-02   2.9130e+03   2.7772e+03   2.7879e+03   2.9130e+03
  1.3978e-01   1.4001e-01  -1.9665e+00   3.5682e-02   1.7386e-02   3.4450e+03   3.3089e+03   3.3179e+03   3.4450e+03
  1.5444e-01   1.5472e-01  -1.8666e+00   2.4489e-02   1.5796e-02   4.1550e+03   4.0088e+03   4.0328e+03   4.1550e+03
  1.7065e-01   1.7098e-01  -1.7666e+00   5.2367e-02   1.4197e-02   5.3020e+03   4.9620e+03   5.0021e+03   5.3020e+03
  1.8855e-01   1.8900e-01  -1.6665e+00   4.6290e-02   1.2922e-02   6.3880e+03   5.9900e+03   6.0504e+03   6.3880e+03
  2.0834e-01   2.0869e-01  -1.5673e+00   6.8794e-02   1.1942e-02   7.5990e+03   7.0128e+03   7.0647e+03   7.5990e+03
  2.3020e-01   2.3058e-01  -1.4676e+00   2.1979e-02   1.1033e-02   8.7860e+03   8.2163e+03   8.4108e+03   8.7860e+03
  2.5435e-01   2.5473e-01  -1.3680e+00   5.6297e-02   1.0218e-02   1.0561e+04   9.5794e+03   9.8006e+03   1.0561e+04
  2.8104e-01   2.8155e-01  -1.2678e+00   3.6124e-02   9.5124e-03   1.2090e+04   1.1053e+04   1.1372e+04   1.2090e+04
  3.1052e-01   3.1117e-01  -1.1678e+00   3.1616e-02   8.7987e-03   1.4123e+04   1.2919e+04   1.3317e+04   1.4123e+04
  3.4311e-01   3.4372e-01  -1.0683e+00   1.3278e-02   8.0686e-03   1.6782e+04   1.5363e+04   1.5971e+04   1.6782e+04
  3.7911e-01   3.7967e-01  -9.6887e-01   1.0802e-02   7.4616e-03   1.9366e+04   1.7964e+04   1.8568e+04   1.9366e+04
  4.1888e-01   4.1955e-01  -8.6898e-01   4.0316e-02   6.9829e-03   2.2730e+04   2.0512e+04   2.1207e+04   2.2730e+04
  4.6284e-01   4.6357e-01  -7.6922e-01   1.8183e-02   6.5540e-03   2.5545e+04   2.3285e+04   2.4203e+04   2.5545e+04
  5.1140e-01   5.1204e-01  -6.6976e-01   2.2169e-02   6.0552e-03   2.9855e+04   2.7279e+04   2.8265e+04   2.9855e+04
  5.6506e-01   5.6581e-01  -5.6990e-01   3.5145e-02   5.6321e-03   3.4098e+04   3.1530e+04   3.2260e+04   3.4098e+04
  6.2435e-01   6.2538e-01  -4.6981e-01   8.5606e-03   5.2538e-03   3.7820e+04   3.6236e+04   3.6873e+04   3.7820e+04
  6.8986e-01   6.9072e-01  -3.7044e-01   1.1331e-02   4.8753e-03   4.3044e+04   4.2080e+04   4.2324e+04   4.3044e+04
  7.6224e-01   7.6339e-01  -2.7041e-01   1.0852e-03   4.5696e-03   4.7547e+04   4.7899e+04   4.7697e+04   4.7547e+04
  8.4222e-01   8.4312e-01  -1.7106e-01   5.8268e-03   4.3042e-03   5.3664e+04   5.3987e+04   5.3668e+04   5.3664e+04
  9.3059e-01   9.3138e-01  -7.1507e-02  -7.1741e-03   4.1326e-03   5.6875e+04   5.8563e+04   5.7929e+04   5.6875e+04
  1.0282e+00   1.0283e+00   2.7484e-02  -1.7749e-02   4.0457e-03   5.8562e+04   6.1107e+04   6.0377e+04   5.8562e+04
  1.1361e+00   1.1365e+00   1.2753e-01  -2.2579e-02   4.1010e-03   5.7058e+04   5.9470e+04   5.8935e+04   5.7058e+04
  1.2553e+00   1.2545e+00   2.2628e-01  -4.1574e-02   4.2925e-03   5.0927e+04   5.4281e+04   5.3732e+04   5.0927e+04
  1.3870e+00   1.3836e+00   3.2426e-01  -5.2782e-02   4.6551e-03   4.1803e+04   4.6155e+04   4.5197e+04   4.1803e+04
  1.5326e+00   1.5277e+00   4.2336e-01  -3.0547e-02   5.5324e-03   2.8620e+04   3.2677e+04   3.1148e+04   2.8620e+04
  1.6934e+00   1.6803e+00   5.1859e-01  -1.1632e-02   7.6936e-03   1.4632e+04   1.6897e+04   1.5863e+04   1.4632e+04
